Original,Decoded,correct_token_length,original_token_length,match_ratio
Write a short story about two characters who fall in love.,Write a short story about two friends who fall in love.,11,12,0.9166666666666666
"Imagine you are a historian in the year 2500, looking back on the 21st century. Briefly describe the COVID-19 pandemic that happened around 2020.",Imagine you are a historian on the year 2100 AD. Briefly describe the events that led to the fall of the Roman Empire.,8,27,0.2962962962962963
I want to save money. What are some effective ways to do so?,I want to save money. What are some good ways to do this?,13,15,0.8666666666666667
What are the common characteristics of Dutch architecture?,What are the common characteristics of Gothic architecture?,8,9,0.8888888888888888
Read the following sentence. what does the word 'because' mean in this context? Sentence: I like to eat ice cream because it is delicious.,"Read the following sentence and determine what type of word does the word'sense' mean. if it does, explain what it means. Sentence: I like to eat apples.",4,29,0.13793103448275862
What is a tweet that shares excitement for a new product release?,What is a potential message for a new product that is being advertised for a new product launch?,3,13,0.23076923076923078
How does a computer work?,How does a computer work?,6,6,1.0
"Please answer the following question: Question: The squirrel was rather plump, it had found a home that leaves out what? Choices: - food - chipmunk - rodent - nuts - rabbit The rationale to choose ""nuts"" as the answer is that: A:","Please answer the following question: Question: The man had been looking for something that was a good source of what? Choices: - food - food - food - food - food The rationale to choose ""food"" as the answer is that: A:",10,51,0.19607843137254902
What are some common materials used in coastal construction?,What are some common materials used in architectural design?,8,10,0.8
Give me a recipe for homemade pizza dough.,Give me a recipe for homemade pizza dough.,9,9,1.0
What are the advantages and disadvantages of a plant-based diet?,What are the advantages and disadvantages of a plant-based diet?,11,11,1.0
"Find the hidden object: ""[image of a room with hidden objects]""","Find the meaning of a specific concept: ""Anxiety""",2,16,0.125
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Diss app cost so much space and actually this thing is so so boring""","On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""This app is so much better than it was and it's so much more useful than it was before""",30,41,0.7317073170731707
What are some of the most famous French landscape paintings?,What are some of the most famous French paintings?,8,11,0.7272727272727273
"As the company lowered its guidance by about $2 million, Transmeta Corp. revealed today that limited production shipments of its TM8800 series Efficeon processors began earlier this month. What is this text about? OPTIONS: - World - Sports - Business - Science/Tech","Reuters - The $1 trillion $2 trillion $2 trillion $2 trillion $2 trillion $2 trillion $2 trillion in new investment, the largest private equity firm in the world, has been hampered by its slowdown in the last quarter. What is this text about? OPTIONS: - World - Sports - Business - Science/Tech",0,47,0.0
Write a tweet that is negative.,Write a tweet that is negative.,7,7,1.0
How important is risk management in investing?,How is knowledge management important in business processes?,2,8,0.25
"Given the name of an exercise, explain how to do it: ""Plank jacks.""","Given the name of an exercise, explain how to do it. For example, ""squat"", ""run"", or ""run"" - how to do it.",12,18,0.6666666666666666
"Sentence 1: She put the pen on the table. Sentence 2: He put the car in the garage. Do ""put"" hold the same meaning in these two sentences? OPTIONS: - different meanings - the same meaning","Sentence 1: He put the ball on the table. Sentence 2: He put the ball on the table. Do the words ""put"" mean the same thing in these two sentences? OPTIONS: - different meanings - the same meaning",18,44,0.4090909090909091
Explain the concept of gravity to a child.,Explain the concept of gravity to a child.,9,9,1.0
"I received the questions ""Is 5'6 short?"" and """"Is 5' 2"""" short?"""". Are they duplicates?","Is the question ""Is 5'6"" the same as ""5'6""? Is 5'6"" the same as 5'6?",1,30,0.03333333333333333
What role do military traditions play in shaping national identity?,What role do military traditions play in shaping military culture?,9,11,0.8181818181818182
The teacher announced that there will be a pop quiz tomorrow. Should we review all of our notes just in case?,The news report says there will be a huge increase in sales this week. Should we expect to see a decrease in sales? The reviewer has already commented. Should we expect to see a decrease in sales? The reviewer has already commented. Should we expect to see a decrease in sales?,5,23,0.21739130434782608
What are the side effects of taking birth control pills? What are the benefits of taking birth control pills? Do these two questions seek the same information? OPTIONS: - no - yes,What are the benefits of exercise? What are the benefits of incorporating exercise into your daily routine? What are the benefits of exercise? Do these two questions ask for the same information? OPTIONS: - no - yes,3,36,0.08333333333333333
"Keywords: book, read, library","Keywords: book, read, library",7,7,1.0
"Given the list of concepts: track, arrive, train; Generate a sentence with all the concepts :","Given the list of concepts: train, train, train; Generate a sentence with all the concepts :",18,20,0.9
List the equipment needed to go scuba diving.,List the ingredients needed to go scuba diving.,8,9,0.8888888888888888
"Calculate the average of the numbers 5, 10, 15, 20, and 25.","Find the average of the numbers 2, 3, and 5.",7,17,0.4117647058823529
What are the characteristics that make Irish poets unique?,What are the unique ingredients that make French pancakes?,4,10,0.4
Provide a recipe for a simple pasta dish with at least 3 ingredients.,Provide a recipe for a simple salad with at least 3 ingredients.,6,14,0.42857142857142855
What is the role of lobbyists in influencing legislatures?,What is the role of stubs in modern society and how are they preserved?,6,10,0.6
"What is data profiling, and why is it important in data management?","What is data mining, and why is it important in data management?",13,14,0.9285714285714286
Data: Wildwood eatType pub; Wildwood food Chinese; Wildwood priceRange moderate; Wildwood customer rating 1 out of 5 What would a sentence about this data be like?,Data: Wildwood eatType pub; Wildwood food Chinese; Wildwood priceRange moderate; Wildwood customer rating 1 out of 5 What would a sentence about this data be like?,31,31,1.0
Write a persuasive essay arguing for or against the use of the death penalty.,Write a persuasive essay arguing for or against the use of the death penalty.,15,15,1.0
Suggest ways to reduce stress and anxiety in daily life.,Suggest ways to reduce stress and anxiety in daily life.,11,11,1.0
Task: Generate a series of questions that would help us evaluate your personality. Question: What is your favorite color?,Task: Generate a question that would help your friend understand your personality. Question: What is your favorite type of game?,4,23,0.17391304347826086
"Does this sentence have the same meaning as the original? He drove the car to the store and then parked it in the garage. After driving the car to the store, he parked it in the garage. OPTIONS: - yes - no",Is the meaning of the sentence the same in the next two sentences? The car was parked in the garage and he had to get it fixed. The car was parked in the garage and he had to get it fixed. OPTIONS: - yes - no,1,47,0.02127659574468085
"Fact 1: Some insects can use their antennae to detect sound. Fact 2: When ears detect the vibrating air, signals are sent to the brain that are interpreted as sounds. Given the two facts above, some insets can use their antennae to detect what?","Fact 1: When a dog is used to sniff, some animals will use their nose to sniff. Fact 2: When a dog is used to sniff, some animals will use their nose to sniff. Given the two facts above, what can be used to sniff?",3,51,0.058823529411764705
How do you properly fold a fitted sheet?,How do you properly fold a fitted sheet?,9,9,1.0
Pick and copy all the incorrect options for the following question: Which is NOT a state of matter? Options: - solid - liquid - gas - plasma,Pick and copy all the incorrect options for the following question: Which of these is not a state of matter? Options: - solid - liquid - gas - liquid,16,30,0.5333333333333333
"Suppose it's true that The Mona Lisa is a half-length portrait painting by the Italian artist Leonardo da Vinci. It is widely considered to be one of the most famous paintings in the world. Then, was The Mona Lisa painted in the 16th century?","Suppose it's true that the Mona Lisa is a half-length portrait painting by the Italian artist Leonardo da Vinci. It is considered one of the most famous paintings in the world. Then, is ""The Mona Lisa was painted in the 19th century"" always, sometimes, or never true?",22,49,0.4489795918367347
"Are the following two sentences ""equivalent"" or ""not equivalent""? Klitschko said : "" I'm excited to box in Los Angeles first and then against Lennox Lewis. "" I am excited to be fighting in Los Angeles and on HBO, "" Klitschko said.","Are the following two sentences ""equivalent"" or ""not equivalent""? "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """""""""" are a syy""""'"" "" "" "" "" "" "" "" """,17,50,0.34
Investigate the most popular Toyota models in the Asian market.,Investigate the most popular seafood dishes in the Asian market.,9,11,0.8181818181818182
"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist? New Drug Shows Promising Results in Cancer Treatment","Would you recommend the following article to a politician, an athlete, a business executive, or a scientist? The New York Yankees beat a Houston Texans in a thrilling game Tuesday, beating an Atlanta Falcons 6-3.",21,29,0.7241379310344828
"Here's a question: Where is the great white shark most commonly located? Here are possible answers to this question: - indian ocean - gulf of mexico - pacific ocean - atlantic ocean - sea world I believe the correct choice is ""pacific ocean"", here's why:","Here's a question: Where is a white whale most likely to live? Here are possible answers to this question: - atlantic ocean - atlantic ocean - atlantic ocean - atlantic ocean - atlantic ocean I believe the correct choice is ""atlantic ocean"", here's why:",19,54,0.35185185185185186
What is the best way to reduce the effects of gravity on the body?,What is the best way to reduce the risk of the body getting sick?,10,15,0.6666666666666666
The little girl hugged her teddy bear tightly. Does she love her teddy bear?,The girl shivered. Why did she feel so elated? OPTIONS: - She felt her heart racing. - She felt her heart racing.,1,16,0.0625
What are some popular traditional dishes in Ukrainian cuisine?,What are some popular dishes in traditional Thai cuisine?,6,10,0.6
"Premise: A motorcyclist is wearing a pink and blue racing suit. Hypothesis: A motorcyclist is not wearing any clothes and running down the street..Given the premise, can we conclude the hypothesis? OPTIONS: - yes - it is not possible to tell - no","Premise: A man wearing a red shirt and black pants is standing on the sidewalk. Hypothesis: A man is standing on the sidewalk..Given the premise, can we conclude the hypothesis? OPTIONS: - yes - it is not possible to tell - no",4,51,0.0784313725490196
Explain the difference between a democracy and a dictatorship in a concise manner.,Explain the difference between a democracy and a dictatorship in a concise manner.,14,14,1.0
"What was the impact of the Bangladeshi famine of 1974 on the country's political landscape, and how did government officials and international aid organizations respond?","What was the role of the sultanate of India in the country's political and economic development, and how did it impact the country's political and economic development, and how did it impact the country's economy and politics?",5,28,0.17857142857142858
List down the steps to make a paper crane.,List down the steps to make a paper crane.,10,10,1.0
Pick the option in line with common sense to answer the question. Questions: What could you do to make money? Options: - spend - beg - casino - pass course - create art,Pick the option in line with common sense to answer the question. Questions: What could you make to make money? Options: - make money - make money - make money - make money - make money,27,37,0.7297297297297297
"The following is a list of words. output them sorted by length. [the, a, is, to, in, for, you, that, it, this] Output:","You are given a list of words, and you need to find out which word is not part of it. output the word index. Input: [the, a, a, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is, is] Output:",4,37,0.10810810810810811
Write an email to HR requesting an update on the status of your benefits enrollment.,Write an email to your professor requesting an extension on the deadline of an assignment.,5,16,0.3125
Write JavaScript code to toggle between hiding and showing an element on a webpage.,Write a JavaScript code to check if an integer between 1 and 100 is equal to or greater than 10.,1,15,0.06666666666666667
"Picasso was a Spanish painter, sculptor, printmaker, ceramicist, and stage designer who spent most of his adult life in France. Question: Is Picasso mainly known for his sculptures? True, False, or Neither?","He was a pioneer in his field, focusing on his work with equestrians, explorers, and mariners. Question: He was a pioneer in his field, focusing on his work with mariners, explorers, and mariners. True, False, or Neither?",6,42,0.14285714285714285
"The United Iraqi Alliance, endorsed by Iraq's top Shiite clerics, captured more than two-thirds of the 3.3 million votes counted so far, the election commission said. Question: there are no clerics. True, False, or Neither?","The two senate republics, whose leaders were sworn in on Tuesday, were re-elected on Tuesday, a day after the two-thirds of the Senate's senate majority. Question: The two senate republics, whose leaders were sworn in on Tuesday, are re-elected. True, False, or Neither?",3,45,0.06666666666666667
(CNN Here is a summary of the highlights for this article:,(CNN Here is a summary of the highlights for this article:,13,13,1.0
transfer from vilnius (vno) lentokenttâ to varna This is all lower case. Can you fix that?,taiwan - taiwan - taiwan (taiwan) This is all lower case. Can you fix that?,0,20,0.0
"Generate an instruction that has the following answer: Emma Watson for the following movie plot: A young Hermione Granger struggles to find her place in the wizarding world as she balances her studies, friendships, and a fight against the dark forces threatening Hogwarts School of Witchcraft and Wizardry.","Generate a question that has the following answer: The Dark Knight. - The Dark Knight is a science fiction story set in the future, where the main character must navigate the dark and mysterious worlds of her past, her past, and her own destiny. It tells the story of a young girl who discovers that she has the power to control her destiny.",7,53,0.1320754716981132
"Please capitalize where necessary: uninstallation: as dll files are created to support other programs and softwares working well, the data and functions are actually shared by many programs. when you uninstall a program, ep0lvrac.dll may be mistakenly deleted.","Please capitalize where necessary: if you are a skeptic, you may have problems with your computer. if you are not aware of your system’s operating system, cdma, or other programs, you can contact support and request a replacement. our system is not working properly.",6,44,0.13636363636363635
What is the appropriate dress code for a job interview?,What is the appropriate dress code for a job interview?,11,11,1.0
Is the next sentence semantically and syntactically correct? She held up her umbrella since it was raining so hard. OPTIONS: - unacceptable - acceptable,Is the next sentence syntactically and semantically acceptable? She thought she was going out of her way. OPTIONS: - unacceptable - acceptable,8,27,0.2962962962962963
What are the pros and cons of using different character encoding standards?,What are the pros and cons of using different character encodings?,10,13,0.7692307692307693
Create a budget for a family planning a vacation to a theme park.,Create a budget plan for a family vacation to a nearby resort.,3,14,0.21428571428571427
"The crazy lady made a scene in the grocery store. They saw an angry scene outside the pub. Question: Is the word'scene' used in the same sense in the two sentences above? Yes, No?","The cake was baked by a local chef. The chef baked an apple pie. Question: Is the word 'bake' used in the same sense in the two sentences above? Yes, No?",1,41,0.024390243902439025
"Based on the sentence ""A person is standing with one leg propped up with an object with a blue line in his left hand."", is the sentence ""A person is standing."" a true sentence? OPTIONS: - yes - it is not possible to tell - no","Based on the sentence ""A person with a red shirt is standing on an empty street with a sign on his left."", is the sentence ""A person is standing on the street."" a true sentence? OPTIONS: - yes - it is not possible to tell - no",9,55,0.16363636363636364
Edit this sentence so that its meaning is clear. John and Alan took the teapot from the kitchen the teapot.,"What are the keywords in the following sentence: a small, colorful, and colorful vase with a large vase on the wall",0,22,0.0
Generate a context and a hypothesis.,Generate a context and a hypothesis.,7,7,1.0
"Carson exceeded the limit allowed in weight of his suitcase. Given the context: How would you describe Carson? Possible answers: reduce the suitcase's weight, someone who does not read instrucions, someone who likes to do well","Carson's friend told him that he would be very helpful in the future. Given the context: How would you describe Carson? Possible answers: like someone who likes to learn, like someone who likes to learn, like someone who likes to learn",2,43,0.046511627906976744
"a kenyan government negotiator said monday the president's party was considering sharing power with the opposition, the first acknowledgment from the government side that such a proposal was on the table. TL;DR:","a government official was sworn in as the president of the united states on thursday, but the president's office said he was not a'senior' member of the government, despite the president's stance on the issue. TL;DR:",1,38,0.02631578947368421
"Oqueli was to fly to Nicaragua to join an international Socialist delegation, which will observe the Nicaraguan electoral campaign. Using only the above description and what you know about the world, is ""Oqueli was taking part in the Nicaraguan electoral campaign."" definitely correct? Yes or no?","Using the information below, write a report on the current state of the economy. output the current state, including the current state, the unemployment rate, the unemployment rate, and the unemployment rate. The unemployment rate is currently at a record low.",1,54,0.018518518518518517
"Write a summary of the plot of the movie ""The Godfather.""","Write a summary of the plot of the movie ""The Godfather.""",14,14,1.0
Generate a context and a hypothesis.,Generate a context and a hypothesis.,7,7,1.0
Here is a goal: How do I fix dough that is too wet? Which way makes more sense to accomplish this goal? OPTIONS: - Add more flour a little at a time. - Take a turkey baster and suck out the excess water.,Here is a goal: How do you make a cup of coffee? Which way makes more sense to accomplish this goal? OPTIONS: - Add a little water to a coffee maker. - Add a little water to a coffee maker.,7,49,0.14285714285714285
"Is the following sentence grammatically correct? He was driving to the library, but his car broke down on the way. OPTIONS: - unacceptable - acceptable","Is the following sentence grammatically correct? He drove the car to the store, but he forgot to change his mind. OPTIONS: - unacceptable - acceptable",15,29,0.5172413793103449
What is the Home Rule Act? What kind of thing would answer this question? OPTIONS: - description - entity - abbreviation - human - numeric - location,What is the capital of Australia? What kind of thing would answer this question? OPTIONS: - description - entity - abbreviation - human - numeric - location,27,30,0.9
What would be an example of an negative review?,What would be an example of an negative review?,10,10,1.0
New York (CNN) -- The United Nations is calling for an immediate and unconditional ceasefire in Afghanistan as violence escalates. What actions should be taken to address this issue?,"The New York Times (New York Times) -- The New York Times (New York Times) is an American daily newspaper that focuses on politics, sports, and entertainment. What is the New York Times (New York Times) about?",0,33,0.0
Local theatre company announces new season lineup. What plays will be featured in the new season?,The new Star Wars franchise will be released in 2020. What new characters will be introduced in the franchise?,0,18,0.0
Q: Frogs are amphibians that live part of the time in fresh water and rest of the time where? Choices: - underground - in stagnant water - in salt water - on land A:,Q: Water in the ocean is made up of a variety of different types of what? Choices: - water in seawater - water in freshwater - water in freshwater - water in freshwater A:,6,38,0.15789473684210525
What are the symptoms of COVID-19?,What are the symptoms of COVID-19?,7,7,1.0
Question: Which of these provides most of the oxygen in Earth's atmosphere? Answer: OPTIONS: - coral reefs - rainforest plants - ocean phytoplankton - continental grasslands,Question: Which of these is the most abundant plant in the Earth's ecosystem? Answer: OPTIONS: - orchids - orchids - orchids - orchids,7,31,0.22580645161290322
Provide an overview of the history of the internet and its evolution over time.,Provide an overview of the history of the internet.,9,15,0.6
Dialogue: Bonnie: hey Bonnie: I would like to invite you to my birthday party Susan: hey Susan: oh Susan: thank you Bonnie: it's on Saturday at 8 Susan: I will come :) What were the main points in that conversation?,Dialogue: Maria: i'm at the hotel Maria: i'm at the hotel Maria: i'm at the hotel Maria: i'm at the hotel Maria: i'm at the hotel Maria: i'm at the hotel Maria: i'm at the hotel Maria: i'm at the hotel Maria: i'm at the hotel Maria: ok What were the main points in that conversation?,4,51,0.0784313725490196
Generate a context and a hypothesis.,Generate a context and a hypothesis.,7,7,1.0
Can you write a sentence about the topic car?,Can you write a sentence about the topic car?,10,10,1.0
"Can you explain what the word ""simile"" means?","Can you explain what the word ""hello"" means?",10,11,0.9090909090909091
"Does word ""bounce"" have the same meaning in the following two sentences? The ex-boxer's job is to bounce people who want to enter this private club. The rubber ball bounced. OPTIONS: - different meanings - the same meaning","Does word ""strike"" have the same meaning in the following two sentences? I want to strike this job. The company's profits have been steadily rising. OPTIONS: - different meanings - the same meaning",15,45,0.3333333333333333
How do different fishing techniques affect the sustainability of fish populations?,How do different cultures approach the creation of new species?,3,12,0.25
What role do Calliostomatidae snails play in their marine ecosystems?,What role do eels play in the flora and fauna of Orchideae moths?,3,11,0.2727272727272727
"If you were given $100,000 and told that you can only use it for yourself, how will you spend it? Output:","You have been given $2,000 and you need to calculate how much money you have spent on your first purchase. Output:",3,25,0.12
What are some communication software that offer task management features?,What are some software tools that help with data management?,5,11,0.45454545454545453
"Implement a sorting algorithm for the given list of numbers in descending order. sort_me = [10, 4, 1, 5] In addition to sorting the list in descending order, you should also remove any duplicate numbers from the sorted list.","Implement a list comprehension in python to sort a list of numbers in ascending order. The list may contain duplicates, but you are not allowed to use the built-in sorting function. The list should have a time complexity of O(n), where n is the length of the list.",5,47,0.10638297872340426
this group includes: 3x5 watts 1 watt Make this proper case,this 3 x 3 x 3 x 3 x 3 x 3 This is all lower case. Can you fix that?,1,12,0.08333333333333333
"Here's a question: The child couldn't lift the box of lead, it was what? Here are possible answers to this question: - toxic - light - isolated from sulphide pbs - very heavy - very dense I believe the correct choice is ""very heavy"", here's why: Answer:","Here's a question: The sleeve of a child's head was shattered, so he could see that it was what? Here are possible answers to this question: - shattered - broken - broken - broken - broken I believe the correct choice is ""broken"", here's why: Answer:",15,59,0.2542372881355932
"Here are some keywords about a restaurant: name = Wildwood, eatType = pub, food = Fast food, priceRange = cheap, customer rating = average. Write a sentence that describes the following attributes of a restaurant.","Here are some keywords about a restaurant: name = Wildwood, eatType = pub, food = Fast food, priceRange = cheap, customer rating = average. Write a sentence that describes the following attributes of a restaurant.",42,42,1.0
a german deputy police chief and a senior investigator were found guilty on monday of threatening to use force on a man they thought had abducted and might kill a banker's son. Can you generate a short summary of the above paragraph?,a u.s. judge on thursday said he could not find a 'new' way to express his sympathy for a man who had been accused of stealing a small town and a small town and had been abused by a group of people. Can you generate a short summary of the above paragraph?,1,45,0.022222222222222223
What's the weirdest dream you've ever had and how did it make you feel? Write a story based on that dream.,Write a story about a time you've had a great experience and how did it make you feel. What's the most memorable moment you've ever had and how did it make you feel?,1,25,0.04
Identify the most significant words in this guideline: prioritize your tasks based on their importance.,Identify the most important words in this sentence based on your knowledge of the topic.,7,17,0.4117647058823529
Title: dubai says no blast in september ups plane crash,Title: new york city mayor announces plan to build new subway system in london,2,11,0.18181818181818182
Write a program to calculate the area of a circle based on its radius.,Write a program to calculate the area of a circle based on its radius.,15,15,1.0
Task: Tell me whether you like to play football or basketball more.,Task: Tell me whether you like to play sports or not.,10,14,0.7142857142857143
"Given a paragraph, identify the type of essay it is taken from: argumentative, descriptive, narrative, or expository.","Given a paragraph of text, identify the type of logical fallacy, and, if necessary, identify the type of fallacy. Then, identify which type of fallacy is being presented and explain why.",4,23,0.17391304347826086
"Please answer the following question: Two six graders learned about the lives of animals. Lori learned more about fish, while Dan learned more about mammals. Given the paragraph above, please answer correctly the following question: Which student learned less about gas exchange between the lungs and bloodstream? A:","Please answer the following question: Two students studied the same thing. One student studied more about the water cycle, while the other studied more about the soil cycle. Given the paragraph above, please answer correctly the following question: Which student learned more about the water cycle? A:",10,56,0.17857142857142858
Translate the given phrase into Spanish: 'I like to travel with my friends.',Translate the given English phrase into Spanish: 'I'm going to visit my friends with my friends.',3,17,0.17647058823529413
"Does the sentence ""The group is to be co-chaired by Kandeh Yumkella, the chair of UN Energy and director general of the UN Industrial Development Organisation, and Charles Holliday, chairman of Bank of America""."" answer the question ""Who is chairman of Bank of America?"" OPTIONS: - yes - no","Does the sentence ""The former leader of the Soviet Union, Vladimir Putin, was the leader of the Soviet Union, and was succeeded by President Vladimir Putin, who was also the leader of the Soviet Union."" answer the question ""Who was the leader of Soviet Union?"" OPTIONS: - yes - no",7,60,0.11666666666666667
"Common to all ATOS systems is Can you repeat this sentence, but add in punctuation?","In order to be fully functional you will need to install Windows 7 Can you repeat this sentence, but add in punctuation?",0,17,0.0
Write a brief summary of the novel To Kill a Mockingbird.,Write a brief summary of the plot of To Kill a Mockingbird.,6,12,0.5
"Question: who staRTED WORLD WAR I?? Would ""Within weeks, the major powers were at war and, via their colonies, the conflict soon spread around the world."" be a reasonable answer? Answer:","Question: how many wars were there at the pacific coast? Would ""The wars were fought between the two countries, and were fought over many years, with the exception of the Gulf War, which was fought between the Gulf War and the Pacific War."" be a reasonable answer? Answer:",3,42,0.07142857142857142
"Generate a sentence that describes the following data: Bionico, country, Mexico; Mexico, leader, Enrique Pea Nieto; Bionico, course, Dessert; Dessert, dishVariation, Cookie",Data: Blue Spice eatType restaurant; Blue Spice food Indian; Blue Spice priceRange less than £20; Blue Spice area riverside Sentence about the following data:,0,34,0.0
What are some effective ways to use rhetorical strategies in persuasive writing?,What are some effective ways to use persuasive writing in persuasive writing?,11,13,0.8461538461538461
What is the sentiment of this review? I had a fantastic time at this amusement park. The rides were a blast and the food was really good. I also appreciated how clean the park was. Highly recommend! OPTIONS: - negative - positive,I had a great experience at this restaurant. The food was delicious and the service was excellent. The staff was very friendly and helpful. I had a great time at the restaurant. I had a great time at the restaurant. What is the sentiment of this review? OPTIONS: - negative - positive,0,48,0.0
What type of figurative language is used in the following sentence:,What type of figurative language is used in the following sentence:,12,12,1.0
The coach praised the team for their hard work and dedication throughout the season. What did the coach say about the team's performance throughout the season?,"After the team's performance, the coach praised the players for their hard work and dedication. What did the coach praise the team for?",0,29,0.0
What impact do international organizations have on supporting opposition leaders in other countries?,What challenges do European countries face in terms of international cooperation? What actions do European countries take to address these challenges?,2,14,0.14285714285714285
"Follow-up for meeting next week Hello team, just a quick reminder that we have a meeting scheduled next week on Tuesday at 10am. Can everyone confirm their attendance and let me know if there are any agenda items we should add? Thanks! What is the subject of this email?","– A team of HR professionals have just announced that they will be launching a new employee training program next week. They want to know exactly what the team will be doing next week, and we have a list of their top 10 skills. What should we do next? Let us know if you have any questions or concerns.",0,54,0.0
How can you improve your writing skills?,How can you improve your writing skills?,8,8,1.0
Sentence A: Paint the room. Sentence B: The sunset will paint the sky with beautiful colors.,Sentence A: The sky is blue. Sentence B: The flowers will bloom in the garden.,3,20,0.15
"Rank these fruits by their sugar content: ""banana, orange, apple, grape, peach""","Rank these fruits by their nutritional value: ""apple, banana, orange, pear, pineapple, peach""",11,19,0.5789473684210527
Create a rhyming riddle about an animal that lives in the water.,Create a riddle that uses the water in an enchanted place.,2,13,0.15384615384615385
british prime minister tony blair arrived in basra on sunday for a snap visit with british troops and to reaffirm his commitment to iraq's reconstruction. Write a brief summary in a sentence or less,a u.s. diplomat on thursday urged a u.s. diplomat to resign in response to a u.s.-led coalition plan to retaliate against a u.s.-led coalition in the wake of a syrian conflict and to seek to retaliate against a u.s.-led coalition in the war on terror. Write a brief summary in a sentence or less,2,36,0.05555555555555555
"Explain the meaning behind some of the most well-known Pre-Columbian symbols and artifacts, and what they reveal about the cultures that created them.","Explain the meaning behind the art of the symphony and what it means to the listener, and why some people believe it’s so important.",4,25,0.16
"Describe the lifestyle of someone who travels frequently ""noinput>""","Describe the experience of someone who ""swim"" and a person who ""swim""",5,12,0.4166666666666667
"The book was missing pages. What could happen next, ""I found the pages and glued them back in."" or ""I threw the book away.""?","The book was lost. What could happen next, ""I retrieved it and retrieved it."" or ""I retrieved the book and found it in the library.""?",3,33,0.09090909090909091
Write an editorial about why advancements in technology are important.,Write an article about why technology is important in modern economics.,4,11,0.36363636363636365
"Answer the following question: Question: what jobs did hans christian anderson have besides writing? I found the following answer on Google: Andersen's popularity is not limited to children; his stories—called, or ""fantastic tales""—express themes that transcend age and nationality. Is that a correct answer? Yes or no. Answer:","Question: what does samuel s. sanders do I found the following answer on Google: He also wrote ""Samuel sanders"" and ""Samuel sanders"" on the American Civil War, and ""Samuel sanders"" on the American Civil War. Is that a correct answer? Yes or no. Answer:",0,62,0.0
"Remove the spaces from the following sentence: The Peasants’ Soviets remained still conservative, because in the sluggish rural districts political consciousness developed slowly, and the Socialist Revolutionary party had been for a generation the party which had agitated among the peasants–.","Remove the spaces from the following sentence: Then, the sailor had been a sailor, and the sailor had been a sailor, and the sailor had been a sailor, and the sailor had been a sailor, and the sailor had been a sailor, and the sailor had been a sailor, and the sailor had been the sailor had been the sailor had been",9,46,0.1956521739130435
What is the sentiment of the following movie review sentence? into minutely detailed wonders of dreamlike ecstasy OPTIONS: - negative - positive,What is the sentiment of the following movie review sentence?'s a bit too much of a work of art to enjoy OPTIONS: - negative - positive,11,24,0.4583333333333333
Explain how to use an online database to search for academic articles.,Explain how to use the internet effectively.,4,13,0.3076923076923077
You have been invited to a wedding. the bride and groom want you to make them a wedding cake. write me instructions on how to do it. Output:,You have a set of apples and you want to make a cake. you want to decide how many apples you want to have. write a script to tell me how many apples you want to have. Output:,2,32,0.0625
What's the answer to that question: what language do denmark?,What's the answer to that question: what language do they speak?,11,13,0.8461538461538461
"Write a sentence about the following things: fly, galaxy, space","Write a sentence about the following things: space, planet, spacecraft, orbit",10,13,0.7692307692307693
Write a sentence that about [The Waterman eatType restaurant; The Waterman food Chinese; The Waterman priceRange less than £20; The Waterman area riverside; The Waterman familyFriendly no].,Write a sentence that about [The Waterman eatType restaurant; The Waterman food English; The Waterman priceRange less than £20; The Waterman area riverside; The Waterman familyFriendly no].,33,34,0.9705882352941176
How does artificial intelligence differ from machine learning?,How does machine learning differ from artificial intelligence?,5,9,0.5555555555555556
What is the final phase of a living being's life? A. decay B. respiration C. death D. growing older E. sometimes bad The best answer is,What is the result of a person's physical activity? A. feeling full B. feeling full C. feeling full D. feeling full E. feeling full The best answer is,4,28,0.14285714285714285
"Complete the description with an appropriate ending: First, the guitar teacher explains how to read tablature notation. He shows an example tab and explains what each symbol means. Then,... example>What are some common chord progressions used in pop music?","He used some acoustic instruments and a symphony orchestra to compose some music. He also used some percussion instruments and an acoustic guitar. He also used some percussion instruments and an acoustic guitar. Can we infer that ""The music was composed by an acoustic guitar""? Yes, no, or maybe?",0,48,0.0
"an often watchable, though goofy and lurid, blast of a costume drama set in the late 15th century. What sentiment does the writer express for the movie?","a witty, witty and witty film that will keep you engaged from beginning to end. What sentiment does the writer express for the movie?",1,31,0.03225806451612903
Write a negative movie review.,Write a negative movie review.,6,6,1.0
