Original,Decoded,correct_token_length,original_token_length,match_ratio
Create a program in Python that evaluates a postfix expression. The input to the program should be a string with the postfix expression. The output should be the evaluated value of the expression.,Create a Python program to check if a string is a palindrome. The program should also check if the string is a palindrome. The program should also check the length of the string. The program should also check if the string should be a palindrome. The program should also check the length of the string.,9,36,0.25
Write a Python script to identify the words that contain more than one vowel in a given sentence.,Write a function in Python that takes a sentence as input and returns the longest word in the sentence.,2,19,0.10526315789473684
"This code provides a Python API for KB SRU. To use it, you can create an instance of the ""sru"" class and call its ""search"" method, passing in a query string and optionally a collection name, start record number, maximum number of records to return, and record schema. The method will return a ""response"" object containing the results of the search. You can then use the various properties of the ""response"" object to extract specific information from the search results, such as titles, creators, and subjects.","Write a Python script to search the data of a list of people, sorted by their age, and then sort them by their age. Additionally, the script should also handle the case where the user enters a personal information such as a name, age, and occupation.",3,106,0.02830188679245283
"Using numpy, create a Python code which would return an array with the running total of numbers in a given list.","Using a given list of numbers, create a program in Python that will create a list of all the prime numbers in a given range.",1,23,0.043478260869565216
Construct a neural network in Python that can perform basic regression.,Construct a function in Python that can detect neural networks.,2,12,0.16666666666666666
"Generate a program in Python to take in two strings as input, and output a list of all thewords in both strings.",Generate a program in Python to take in two lists of integers and output a list of all the pairs in both lists.,12,24,0.5
Create a web scraper using Python that retrieves the 10 most recent articles from a news website.,Create a web page that displays a news article about a recent trend using the most recent tweets.,4,18,0.2222222222222222
Create a Python program to convert HTML to plain text without using any libraries.,Create a Python program to remove any duplicate elements without using a built-in library.,6,15,0.4
Write a python program to convert the given temperature from Celsius to Fahrenheit.,Write a python program to convert the given temperature from Fahrenheit to Celsius.,12,14,0.8571428571428571
Create a lambda expression in Python to filter a list of integer greater than 50.,Create a function in Python to find the largest number in a list of integers.,3,16,0.1875
Create a Python program to evaluate and compare the performance of two different heuristics algorithms.,Create a program to compare two different datasets and compare the results of a tuple using Python. You have to use the two datasets and their corresponding algorithms.,2,16,0.125
Generate a function in Python that takes in a dictionary (string  integer) and returns the sum of all values in the dictionary.,Generate a function in Python that takes in a list of integers and returns the sum of all the digits in the list. (note: there are a number in the list),9,25,0.36
Write a Python script that filters a list of integers and returns only even numbers.,Write a Python script that takes a list of integers and returns only even numbers from that list.,14,16,0.875
Generate a Python program that takes a sentence as input and prints out only the verbs.,Generate a Python program that takes a string as input and outputs the longest word that has a maximum length of 8 characters.,10,17,0.5882352941176471
Create an AI-based system in Python for predicting stock market movements.,Create an example of a market segmentation algorithm in an AI-powered market segmentation system.,2,12,0.16666666666666666
Develop an API in Python that fetches data from an SQL database and presents the data in the form of a JSON.,Develop a data structure in Python that can store the data of an individual in the form of a graph and an array of data.,1,23,0.043478260869565216
Generate a Python dictionary that contains the count of the characters in a given string.,Generate a function in Python that returns the number of occurrences of a given word in the dictionary.,4,16,0.25
Write a Python program to store and querying user data.,Write a Python program to read data from and display it.,5,11,0.45454545454545453
You are required to write a Python program to optimize an equation.,You are required to write a Python program to convert an integer to its decimal equivalent.,10,13,0.7692307692307693
Generate Python code that takes a list of strings and generates a list of lists of words from the strings. The returned list should have the first word for each string followed by following words for each string.,Generate a Python script that takes a list of strings and returns a list of all the strings that have been generated by each string. The script should also remove any duplicate strings from the list and return a new list with each string removed.,1,40,0.025
Create a web scraper that extracts specific data from a given website.,Create a data structure that stores a given dataset. a dataset that contains a specific dataset.,3,13,0.23076923076923078
Construct a script in Bash that can install a given software.,Construct a Constructive Constructive Construct that can be used in a text document.,4,12,0.3333333333333333
Write a function in Python that takes a list of integers and returns a new list containing only odd numbers.,Write a python function that takes a list of integers and returns a new list containing only even numbers from the original list.,2,21,0.09523809523809523
Create a Python script that adds two numbers together and prints the result.,Create a Python script that adds two numbers and returns the sum.,8,14,0.5714285714285714
Design an algorithm in Python to find the most common elements in an array of integers.,Design an algorithm in Python to find the most frequent element in an array of integers.,15,17,0.8823529411764706
"Write a Python program to find the maximum element in the given array [1, 10, 50, 3, 8].","Create a function that takes an array of numbers and returns the sum of all the elements. [1, 2, 3, 4]",1,25,0.04
Create a Python script to analyze the sentiment of a text.,Create a Python script to read the text of a text file.,9,12,0.75
Create a Python script that takes a list of email addresses as input and prints a filtered list of email addresses that belong to a particular domain.,Create a Python script that takes a list of email addresses and returns a list of corresponding email addresses. The script should also include a list of corresponding email addresses and a list of corresponding email addresses.,11,28,0.39285714285714285
Generate a Python function to execute a valid insertion sort on a given list of integers.,"Generate a Python function to calculate the average of a given list of integers. a, b, c",5,17,0.29411764705882354
Generate a program to sort a list of numbers using Insertion Sort algorithm in Python.,Insert a list of integers into a Python program to sort a list in ascending order using a sorting algorithm.,2,16,0.125
Create an Python function that takes a string containing a numerical expression and returns the result.,Create a Python function that takes a string as an argument and returns the string with a corresponding number.,7,17,0.4117647058823529
"Given a json-formatted string, create a python program to parse it into a dict.","Given a python program, create a python program that converts a string into a comma-separated string.",7,16,0.4375
Create a Python program to compress a given string by replacing all repeating characters with a single instance and its count.,Create a Python program to remove all duplicate characters from a given string and return a new string with a corresponding substring with its length extended to 10.,6,22,0.2727272727272727
"Create a basic CRUD API for the BlogPost model with Python/Flask. The API should include endpoints for creating a post, getting all posts, getting a single post, editing a post, and deleting a post.","Write a post for a blog post about a new post. Include a post title, a photo, a gif, and a link to a post. Include the post title, a link, and a link to a post. Include the post title, a link, and a link to a post. Include the post title, a link, and a link to a post.",4,40,0.1
Write a Python program that calculates the distance between two points on a two-dimensional plane.,Write a Python program that calculates the distance between two points on a two-dimensional plane.,16,16,1.0
Create an AI-based chatbot in Python that can answer simple queries about a product or service.,Create a test code in Python that can generate an AI-powered product that can be purchased in a grocery store.,5,17,0.29411764705882354
Generate a python program to read the contents from a given URL,Generate a python program to determine the length of a given program.,8,12,0.6666666666666666
"Code a function in Python that takes a list of integers (denoted by lst) and returns a list of booleans where each element of the output list is True if the corresponding element in the input list is a prime number, and False otherwise.","Write a Python function that takes a list of integers as input and returns a list containing the nth element in the list, where n is a positive integer and the n is a list of negative integers. The function should also remove any duplicates from the list and return a new list containing the nth element.",1,48,0.020833333333333332
Generate a program in Python to output the top 3 numbers from an array of integers,Generate a Python program to output the top 3 numbers in an array of integers from a top level to an integer level,2,16,0.125
"Using Python, build a dictionary containing the numbers from 1 to n as the key and the square of each number as the value.","Using the recursion function, print the number of digits in the number, excluding the number 1 and the number 2. Additionally, the function should also calculate the sum of all the digits and return the result as a percentage.",1,26,0.038461538461538464
Edit the following Python program to make a correct API request and parse the response.,Edit the following Python program to make the program a list and remove duplicates.,8,16,0.5
Create a Python program that takes in text input from the user and searches a given list of strings to find any matches.,Create a Python program to find the maximum number in a given list of strings and write a program to find the maximum number in this list.,6,24,0.25
Generate a program in Python to convert all characters of a string in lowercase.,Generate a program in Python to count the number of words in a string.,8,15,0.5333333333333333
Edit the following Python program to use a dictionary instead of a list.,Edit the following Python program to remove a list of numbers from a list.,7,14,0.5
Construct a prime number sieve in Python which returns a list of all primes up to a given number.,"Construct a function in Python to count the number of prime numbers in a given number, but also include a method to def calculate a prime number.",2,20,0.1
Write a python code to print all prime numbers between 1 and a given number n.,Write a python code to print all prime numbers between 1 and n.,12,17,0.7058823529411765
Find the optimal solution to solve a knapsack problem using dynamic programming.,Identify the problem to solve using a truncated linear regression model.,2,13,0.15384615384615385
"Using Python, create a function that calculates the objective function of a linear equation.","Using a Python function, create a function that calculates the factorial of a number.",2,16,0.125
Implement an insertion sort algorithm in Python.,Implement an algorithm in a particle particle assembly.,2,8,0.25
"Write a python program to generate a random password given a set of letters, numbers, and characters.","Write a python program to generate a random password of length n, given a set of numbers, and a set of letters.",9,20,0.45
Develop a Python module to generate random numbers.,Develop a Python program to generate random numbers.,8,9,0.8888888888888888
How do we use recursion to solve a given problem in Python?,How do we use a recursive function in Python to solve a problem?,4,13,0.3076923076923077
Create an application using Python and Flask to submit form data and store it in a database.,Create an object in Python and write a program to sort and store data in descending order.,8,18,0.4444444444444444
Optimize a Python program that processes a 2d array and stores the transpose output in a new array.,Create a Python program that takes in a list of integers and outputs the sum of all numbers.,5,19,0.2631578947368421
Generate a Python script that takes any number of integer arguments and returns their sum.,Generate a Python script that takes a number and returns the sum of all numbers that are divisible by 3.,7,16,0.4375
Create a function in Python which takes a list as input and returns the sum of the items in the list.,Create a function in Python that takes a list of numbers and returns the sum of all the elements in the list.,13,22,0.5909090909090909
Create a Selenium script in Python to automate the login process in a given website.,Create a script in Python to print the given text in a child-friendly language.,2,16,0.125
Create an AI model in Python to classify emails from the Enron Spam Dataset as either spam or non-spam.,Create an algorithm in Python to classify the following data as either non-numeric or non-digital.,2,20,0.1
Re-write the following SQL query in Python.,Rewrite the following query in Python.,2,8,0.25
"Take two matrices, A and B, and produce a matrix C where each element is the product of the corresponding elements of A and B.","A pair of two atoms, one with a atom and the other with a atom, is called a pair of electrons. The pair of electrons, one with a atom and the other with an atom, is called the pair of electrons. which one has the greatest mass?",0,28,0.0
Come up with a correct approach to optimize the following python program.,Come up with a python program to solve the following problem.,7,13,0.5384615384615384
Design a program in Python to detect the vowel in a given string.,Design a program in Python to count the vowels in a given string.,12,14,0.8571428571428571
Convert a given SQL statement into a Python Pandas DataFrame.,Convert a given string into a Python function. 'abcdefghijklmnopqrstuvwxyz',3,11,0.2727272727272727
"Using the data provided, generate a histogram in Python.","Using the data provided, write a python function that can retrieve data from a sorted list in Python.",6,11,0.5454545454545454
Create a Python script to populate an array with random numbers from 1-100.,Create a Python function to generate an array with random numbers from 1 to 100.,10,14,0.7142857142857143
Create an natural language processing application in Python that extracts the top 10 most frequent words from a given text.,"Create a Python script that finds the most popular language in an input text file, given a set of 10 natural language processing tasks.",2,21,0.09523809523809523
"Given an array of strings, write a Python function to remove all duplicates and return the resulting array.","Given an array of strings and a comma, write Python code to remove all the duplicates and return the result.",5,20,0.25
Generate a Python script to find the longest common substring in two strings.,Generate a short string in Python to find the longest common substring between two strings.,2,14,0.14285714285714285
Write a function in Python to search for a character in a given string.,Write a function in Python to reverse a given string in a function.,8,15,0.5333333333333333
Write a python program to parse an XML document and return a list of tag objects.,Write a python program to remove duplicates from an id and sort a list of all ids.,5,17,0.29411764705882354
"Based on a given input, create a function in Python to generate a random string of length 6.","Based on a given string, write a function to create a function in Python to reverse a given string in a given array of numbers.",7,20,0.35
Create a Python program to average the elements of a 2-dimensional array.,Create a Python program to sort a list of numbers in descending order. The program should also include the number of elements in the list.,6,13,0.46153846153846156
Generate a code in Python to convert a number into binary format.,Generate a code to convert a number in Python into its binary representation.,4,13,0.3076923076923077
Generate a python program that takes an integer and then prints out the factorial of it?,Generate a python program that takes an integer as an argument and prints out the sum of all even numbers whose digits are even and rounded up to the nearest whole number.,8,17,0.47058823529411764
Write a Python program to convert a positive integer to negative or vice versa using bitwise NOT operator.,Write a Python program to convert a positive integer to a negative integer using a loop to convert the integer to its decimal equivalent.,10,19,0.5263157894736842
Build a simple blockchain system in Python.,Build a system in Python.,2,8,0.25
Write a Python script to find the GCD of two numbers.,Write a Python script to find the sum of two numbers.,11,12,0.9166666666666666
Create a program in Python to find the number of occurrences of an element x in a list y.,Create a program in Python to find the number of occurrences of a number in a list of integers.,13,20,0.65
Write a Python program to convert ratings in a list of strings to a float.,Write a Python program to convert a list of strings to a sorted list in Python.,6,16,0.375
Create a Python program that encrypts a message using a Caesar cipher.,Create a Python program that encrypts a message using a scalar.,10,13,0.7692307692307693
Write a Python program to find the largest three numbers in a list.,Write a Python program to find the largest number in a list.,8,14,0.5714285714285714
"Given two binary trees, check if the first tree is subtree of the second tree.","Given two strings, check if the first string is the first one of the second string.",2,17,0.11764705882352941
Write a Python program to swap the values of two variables.,Write a Python program to swap the values of two variables.,12,12,1.0
Optimize the following Python code to use built-in functions.,Use the following Python code to use the built-in functions to solve complex problems.,6,10,0.6
Create a program in Python that takes a list of words and an integer n and returns a list of words that appear at least n times in the given list.,Create a function in Python that takes a list of integers and returns a list of all even numbers in the list that are divisible by a given number.,10,32,0.3125
Devise a Python program to determine whether a given number is even or odd.,You need to write a Python program that determines whether a given number is prime or not.,0,15,0.0
Compose a basic blockchain system in Python.,Compose a system in Python to sort alphabets.,2,8,0.25
Provide a Python code that uses the exponential smoothing algorithm to predict the next day's forecast temperature given the past three day's forecast temperatures.,"Provide a Python code that calculates the average temperature during the day's temperature range, taking into account the user's previous temperatures.",7,27,0.25925925925925924
"Write a function in Python to sort a dictionary according to its values, in descending order.","Write a function in Python to sort a list of integers in descending order, but without using recursion.",8,18,0.4444444444444444
Create a function in Python to generate a multiplication table with numbers in a range given start and end parameters.,Create a function in Python to generate a list with a given number and start with a number in uppercase.,9,21,0.42857142857142855
Write a python program to identify if a string s has matching parentheses,Write a python program to detect if a string contains a hyphen and return true if it contains a hyphen.,8,13,0.6153846153846154
Develop a function in Python to take as input two array of integers and swap their elements.,Develop a function in Python to take two integers as input and take their sum as input.,8,18,0.4444444444444444
Can you design a function in Python for reversing a list?,Can you create a function in Python for reversing a list?,11,12,0.9166666666666666
Create a Python script to build a dictionary from string to string of the given samples.,Create a Python function to remove all the elements from a given string from a dictionary.,5,17,0.29411764705882354
Write a Python script to find the average of numbers stored in an array.,Write a Python program to find the maximum value in an array of numbers.,7,15,0.4666666666666667
Generate a Python program that takes two lists as input and returns a new list containing only the common elements.,Generate a Python program that takes two lists as input and returns a new list containing only the elements that have a common substring.,18,21,0.8571428571428571
Create a loop in Python to print out all the odd numbers from 1 to 10.,Create a loop in Python to print out all the numbers from 1 to 100.,10,17,0.5882352941176471
Create a machine learning model in Python that predecits customer lifetime value given a customer's past transactions.,Create a machine learning model in Python that predicts a customer's purchase history using a given pre-defined pre-defined parameter.,8,19,0.42105263157894735
"Given a list of numbers and a target number, write a Python program to find a pair of numbers from the given list that add up to the given target.","Given a list of numbers, write a Python program to find the sum of all the numbers in a given list, but without using a built-in function or a list.",5,32,0.15625
"Develop a class in Python to perform various matrix operations like addition, subtraction, multiplication and transpose.","Develop a Python class to store a list of words in ascending order, in addition to substrings, substrings, and substrings.",2,19,0.10526315789473684
Write a Python script to generate a random number between 0 and 9.,Write a Python script to generate a random number between 0 and 10.,13,14,0.9285714285714286
"Create a Python Flask app that listens for POST requests on the '/webhook' route. When a request is received, extract the necessary parameters from the request and call the'makeWebhookResult' function to generate a response. The response should be a JSON object containing a'speech' field with the text to be spoken by the voice assistant. The app should be started on port 5000 and run in debug mode.","Create a script to read a text and determine the mood of the text. The script should be able to handle a variety of emotions, including anger, sadness, and a sense of humour. The script should also include a retread function to handle the incoming text. The script should also include a retread function to handle the incoming text.",3,75,0.04
Modify an existing Python function to eliminate any redundancies,Reverse any existing code to perform an implicit function on any given function,1,9,0.1111111111111111
Create a simple chatbot using Python and state diagrams.,Create a Python program that accepts a list of numbers and prints their sum.,2,10,0.2
Create a Python 3 program that takes an integer input from the user and prints its cube.,Create a Python program that takes an integer as input and prints its square. a = 3,4,18,0.2222222222222222
Write a Python program to find the first non-repeating character in a given list.,Write a Python program to find the first n characters in a given list.,13,15,0.8666666666666667
Create a k-means clustering algorithm in Python.,Create a python program in a nested-in-order search algorithm.,2,8,0.25
Write a Python code snippet that produces the following output:,Write a Python code snippet that outputs the following code:,9,11,0.8181818181818182
Construct a Python class that takes a given number and calculates the sum of the digits.,Construct a Python function that calculates the sum of a given number and calculates the nth number.,5,17,0.29411764705882354
Implement a sorting algorithm in Python that takes a list of integers as input and outputs the list sorted in ascending order.,Implement a Python program that takes in a list of integers and outputs a list containing all the integers in the list. The program should also sort the sorted list in ascending order and sort it in descending order.,4,23,0.17391304347826086
Create a feature extraction function in Python to extract data from a json string.,Create a function in Python to convert a float data type to a float in Python.,3,15,0.2
Construct a Python program to combine the elements of two lists into a list of tuples.,Construct a Python program to sort a list of numbers into a sorted list of length two.,8,17,0.47058823529411764
Design and implement a neural network in Python to predict the price of a house given a set of features.,Design a Python function to calculate the average speed of a car in a given range of speed and acceleration.,3,21,0.14285714285714285
Create a Python program that takes two arguments in the form of two lists and calculates the dot product of the two arguments.,Create a Python program that calculates the sum of two numbers in the form of a two-dimensional array and returns the product of the two numbers.,6,24,0.25
"Create a Python web application for a car insurance calculator. The application should have a page where the user can input the data (e.g age, gender, car model, etc) and should return a calculated insurance price.","Create a Python program to store a data set. The data set should include a user, a location, and a location. The data set should include the location, location, and a user. The data set should include a user, location, and a location. The data set should include the location, location, and user.",8,43,0.18604651162790697
Create a Python script that generates a list of the prime numbers between two given numbers. The script should use the Sieve of Eratosthenes algorithm to generate the prime numbers,Create a program in Python that takes a list of numbers as input and returns a new list with only the even numbers. The program should use a loop to print the sum of all the even numbers. The program should also use a loop to make the list more efficient.,2,31,0.06451612903225806
"Construct a program in Python to compute the sum of square numbers in a given range, including the start and end numbers.","Construct a program in Python to calculate the sum of all prime numbers in a given range, but with a time complexity of O(n), where n is the sum of all numbers in the range.",9,24,0.375
"In Python, build a program that can remove all vowels from a given string.","In Python, write a program that can detect a given string, but with a specific string. You can use a Python program to remove all vowels from the string.",7,16,0.4375
Improve the following function by using Python built-in functions:,Question: how many people have died in the usa?? Answer:,0,10,0.0
Write a python code for sorting n distinct integers using insertion sort.,Write a python code snippet using a recursive function.,4,13,0.3076923076923077
"Create a Python script for a django-like ORM with standard CRUD functionality. The script should include methods for Create, Read, Update and Delete.","Create a Python script for a nested XML file with a nested YML file, but with a default value of 0 for nested YML files, and for a default value of YML files, you should implement a nested YML file for the nested YML file. The nested YML file should be able to handle multiple file types, including multiple file types, and multiple file types. The nested YML file",6,27,0.2222222222222222
Can you write a Python script to sort a list of strings alphabetically?,Can you write a Python script to sort a list of strings alphabetically?,14,14,1.0
Write a class in Python that can find the median of an unsorted list of numbers.,Write a Python class in Python that can find the maximum number of elements in an array.,2,17,0.11764705882352941
Generate an array of random numbers in Python.,Generate an array of random numbers in Python.,9,9,1.0
Compute the edit distance between two strings in Python.,Compute the difference between two lists in Python.,2,10,0.2
Create a 3-layer artificial neural network using Python and print the outcome.,Create a neural network using Python and analyze the data using two different methods.,2,13,0.15384615384615385
Create a Python program to read in 15 integers and print the sum of them.,Create a program in Python to read in a list of integers and print the sum of all prime numbers.,2,16,0.125
"Implement a REST API in Python for creating and reading users. The API should have endpoints for creating a user, reading all users, and reading a single user.","Implement a Python class for a user's profile. The user should have a profile name, a password, and a user profile information. The user should also include a way to store and retrieve user information for their profile.",2,32,0.0625
Explain the approach for solving a linear programming problem using the Simplex method in Python.,Explain the problem solving method for a linear regression problem using the list method in Python.,2,16,0.125
Optimize a Python algorithm to find the greatest 2 numbers from a 10000 integers list.,Write a Python script to find the largest number from a list of integers. The list contains n integers from 1 to 10 and n integers from 1 to 10.,6,16,0.375
Write a python code that takes in a list of integers and removes all the duplicate elements from it.,Write a python function that takes in a list of integers and returns a new list containing only the even numbers in the original list.,11,20,0.55
"Using the NumPy library, create a Python program to generate a 3X3 array of random integers ranging from 1 to 5.","Create a Python program to create a nested array of integers from 0 to n, but without using the built-in array recursion. The array should contain at least 3 elements and a maximum of 3 elements.",2,23,0.08695652173913043
Can you provide a code snippet in Python that takes a list of strings as input and sorts them based on their length?,Can you provide a Python code snippet that takes in a list of strings and returns a list containing only strings that contain their corresponding characters and their length?,8,24,0.3333333333333333
Create a Python program to classify the sentiment of movie reviews using Natural Language Processing.,Create a class to classify the movie genre using Python code.,2,16,0.125
"Create a python script that parses a CSV and generates a new CSV that adds the total number of rows, total number of columns, and total amount of the data for each attribute.","Create a script that generates a random number between 1 and 100, where each number is a unique combination of digits and a unique value. The script should also handle the case where the number is a unique combination of digits and values.",2,36,0.05555555555555555
Create a class in Python which matches the following criteria.,Create a class in Python in the following class.,5,11,0.45454545454545453
Create a Python script to scrape a given website.,Create a Python script to display a given website.,9,10,0.9
Create objects of type Student in Python containing relevant attributes.,Create a type of object in Python that contains type of data structure.,3,11,0.2727272727272727
Design and write a Python program to extract all public email addresses from a given string,Design a Python program to remove all duplicate data from a given email address and display a message,1,16,0.0625
Generate a basic REST API with authentication and endpoints in Python.,Generate a function in Python with methods and methods.,4,12,0.3333333333333333
Generate a set of Python functions to take inputs values from a list of objects and output a result. The output for each object should include the object's ID and the calculated results from the given inputs.,Generate a Python script to generate a list of all the prime numbers between 1 and 100. The script should also include a function that takes a user's input and outputs the sum of all the prime numbers from the list. The program should also handle cases where the input is a multiple of 10 and the output should be a composite.,5,40,0.125
Reverse an input string using Python.,Reverse an input string using Python.,7,7,1.0
Create an algorithm in Python to find the longest common subsequence of two sequences.,Create an algorithm in Python to find the most common subsequences of two numbers.,12,15,0.8
"Write a python script to generate a random password of length 8, which consists of alphanumeric characters and at least one special character.","Write a regular expression to match a string of characters containing at least one character from a character set, but exclude any characters that contain a special character. s = ""Hello World!""",4,25,0.16
"Create a Python script that takes the list [1, 2, 3, 4, 5] and returns the sum.","Create a function that takes in a list of numbers and returns the sum of all the numbers in the list. [1, 2, 3, 4, 5]",3,24,0.125
Edit the Python program to sort words in a given string by their length in decreasing alphabetical order.,Edit the given program in Python to sort a given list of strings in ascending order by length.,6,19,0.3157894736842105
Write a python program to calculate maximum revenue.,Write a python program to calculate the gpa of a data structure.,6,9,0.6666666666666666
Write a Python program to print the following output pattern,Write a Python program to print the following output,9,10,0.9
Develop a loop that prints a python array from the end to the beginning.,Develop a python code to print out the results from the tuple to the end.,2,15,0.13333333333333333
"Given a list of phone numbers, extract only the ones that start with 08 using Python.","Given a list of numbers, generate a Python function that returns the maximum value from the list. 1, 2, 3, 4",4,18,0.2222222222222222
Write a Python program that takes a list and a search query as input and returns the indices of all elements in the list which match the search query.,Write a Python program that takes a list of numbers and returns a new list containing the sum of all the even numbers in the list.,11,30,0.36666666666666664
Write a function in Python that takes an array of integer values and reverses the order of the values.,Write a Python function that takes in an array of integers and returns the sum of all the elements in the array.,6,20,0.3
Write a function in Python to create a random string of 10 characters.,Write a function in Python to create a string of 10 characters.,8,14,0.5714285714285714
Develop a Tic Tac Toe game in Python.,Develop a PYTHON program in C.,2,9,0.2222222222222222
Write Python code to merge two sorted lists.,Write Python code to merge two sorted lists.,9,9,1.0
Create a Python program to find the longest common subsequence between two strings.,Create a Python program to find the longest common subsequence between two strings.,14,14,1.0
Construct a naive bayes classifier using python to classify emails as spam or not spam.,Construct a python class to classify a string as either a palindrome or not.,4,16,0.25
"This code performs a series of calculations and plots based on input data. Before running the script, run eval_spectrum.py and calibration.py with appropriate measurements. The script imports necessary modules and functions from external sources. The main function loads the input data, performs calibration, calculates various values, and generates plots based on instructions provided in a separate text file. The generated plots show absorbed power vs emitted power, absorbed power vs reflectivity, and dissipated power vs wavelength. The script","- The syslogan is a syslogan that generates a series of boolean functions, including a boolean function, an array, and a boolean function. The function should also handle large data sets such as a boolean array, an array, and a boolean array. The function should also handle large data sets such as a boolean array, an array, and an array. The code should also handle large numbers such as the",3,89,0.033707865168539325
How can you return two values from a Python function?,How can you construct a two-dimensional array from Python?,4,11,0.36363636363636365
Generate a Python program to count the number of pairs with given sum x,Generate a Python program to calculate the sum of all prime numbers containing a given number,7,14,0.5
Create a Celery task in Python to send an email.,Create a task in Python to remove an unwanted object.,3,11,0.2727272727272727
Optimize the following python code using best practices,"Based on the following code, use a recursive method",1,8,0.125
Create a Python program to find the nth Fibonacci number,Create a Python program to find the nth Fibonacci number,10,10,1.0
Write a Python program to identify the largest number in the given list.,Write a Python program to identify the largest number in the given list.,14,14,1.0
Write a Python program to find a substring in a string.,Write a program in Python to find the longest substring in a string. aaaa,2,12,0.16666666666666666
"Given a list of numbers, create a Python script to print all the elements greater than 50.","Given a list of numbers, create a Python function to print all the even numbers from the list.",13,19,0.6842105263157895
Create a program in Python to sort a given array in ascending order using bubble sort.,Create a program in Python to sort a given list in ascending order using a built-in sorting function.,13,17,0.7647058823529411
Generate a function in Python that takes a number and prints its factors.,Generate a function in Python that takes a number and returns its square.,12,14,0.8571428571428571
Write a python script to generate an array of random numbers between two specified values.,Write a python script to generate an array of random numbers between two given values.,15,16,0.9375
Create a Python program to filter out words containing five characters or less from a list of words.,Create a Python program to sort a list of words from smallest to largest using only five words.,7,19,0.3684210526315789
Create a Python function to identify the number of even numbers present in a given list of numbers.,Create a function in Python to identify the number of even numbers in a given list of numbers.,9,19,0.47368421052631576
Write a Python function to generate a random string of length 8 containing alphanumeric characters.,Write a Python function to generate a random string of length n using a given string structure.,11,16,0.6875
Write a Python program to solve a linear equation system of the form: ax + by = c.,Write a Python program to calculate the sum of all the elements in a sorted list. a = a + b = c,5,20,0.25
"This code loads a JSON fixture file, extracts properties from it, creates Property objects from the properties, and saves them to the database. To use this code, you need to create a JSON fixture file with a ""properties"" key containing a list of property objects. Then, run the code with the appropriate command line arguments to specify the fixture file and folder. The saved objects will be printed to the console.","How to create a nested database. The database should have a table with the following columns: id, name, and id. The database should also have a table with columns: id, name, and id. The database should also have a table with columns: the id, name, and id. The database should also have a table with columns: the id, the name, and the id. Then, implement the solution to the problem.",4,82,0.04878048780487805
Create an algorithm in Python to determine the most efficient order of tasks from an array of given tasks.,Create an algorithm in Python to find the most important element in an array of numbers.,8,20,0.4
Optimize a given Python script that reverse a string.,Write a Python script that reverses a given string.,3,10,0.3
Create an HTML form with a submit button to send information to a Python program.,Create a Python program to send an email to a user with a form to register their information.,3,16,0.1875
Generate a Python script that contains a function with two parameters and returns the sum of the two parameters.,Generate a Python function that takes two numbers as parameters and returns the sum of the two.,4,20,0.2
Create a Python program to read an array of integers and calculate their sum.,Create a Python program to calculate the sum of integers from an array and print it.,7,15,0.4666666666666667
Create a Python program that multiplies two input numbers and prints the result.,Create a Python program that takes two numbers as input and outputs the result. My program should have a time complexity of O(n) and a space complexity of O(1).,6,14,0.42857142857142855
"The code is a Python class called FileSystem that provides methods for saving, deleting, and finding task data. To use this class, import it and create an instance with a parameter dictionary that includes a 'taskDir' key specifying the directory where task data should be stored. Then call the methods on the instance as needed: - To save task data, call the save_task method with a dictionary containing the data. If the dictionary does not already include an 'id' key, one will be generated and added to the dictionary. The task data will be stored",If a data structure contains a nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nested nes,0,107,0.0
Create a visualization in Python using Matplotlib that displays the top 5 most popular programming languages.,Create a top 5 Python programming languages that use the most popular data structures in a top-level hierarchy.,5,17,0.29411764705882354
Generate a single Python line to create a list that contains elements from another list.,"Generate a Python list that contains all possible elements from a list. However, you are not allowed to add any elements from a list.",2,16,0.125
Write a Python function to find the maximum of three numbers.,Write a Python function to find the maximum value of three numbers.,8,12,0.6666666666666666
"Write a Python program to scrape the table at the following URL and extract the planets information (name, mass, and distance from the sun).","Write a Python program to extract the name, age, and location of the user from the following text, and then display the data in a table format (e.g., the age of the user, the age of the user, and the location of the user's computer).",7,29,0.2413793103448276
Create a Python dictionary to store data about a student.,Create a Python data structure to store a student's grades.,3,11,0.2727272727272727
Write a function in Python to remove duplicate entries from a list.,Write a function in Python to remove duplicate elements from a list.,12,13,0.9230769230769231
"Given the following array of numbers, write a Python program to find the maximum element.","Given a Python program, write a Python program to find the sum of all the numbers in the following list.",1,17,0.058823529411764705
Create a Python program to compress a given data sequence.,Create a Python program to reverse a given data structure.,9,11,0.8181818181818182
Write a function in python to split an given array into two parts with equal sum.,Write a python function to combine two given numbers in an array.,2,17,0.11764705882352941
Create a for loop in Python to calculate the total sum of all elements in the given list.,Create a function in Python to calculate the sum of all the elements in a given list.,2,19,0.10526315789473684
"Suppose you want to build an autocomplete feature for a text editor, develop a Python program to generate a list of suggestions based on a given prefix.","Suppose you are given a list of ten words, write a Python program to generate a list of all possible combinations of words based on their frequency of occurrence.",2,29,0.06896551724137931
Design a neural network in Python to predict a customer’s annual income based on their age and education level.,Design a neural network in Python that predicts a user's age and interests based on their age in a group.,12,22,0.5454545454545454
