Original,Decoded,correct_token_length,original_token_length,match_ratio
hamid oraibi -lrb- born 1941 -rrb- is a former iraqi cyclist. he competed in the individual road race at the 1960 summer olympics.,"a u.s. judge ruled thursday that the u.s.-led iraqi war on terror, a u.s.-led war on terror and the iraqi-led war on terror should be abolished. TL;DR:",0,25,0.0
"brigadier-general sir smith hill child, 2nd baronet, -lrb- 19 september 1880 -- 11 november 1958 -rrb- was an officer in the british army and a conservative party politician.",a swedish-born british british british british british british british british british british british british british british british british british british british british british british british british british british british british british bri,1,31,0.03225806451612903
"prince  gabriele '' maria giuseppe carlo ignazio antonio alfonso pietro giovanni gerardo di majella et omni sancti of bourbon-two sicilies -lrb- 11 january 1897, cannes, france -- 22 october 1975, itu, brazil -rrb- was a prince of the deposed dynasty which ruled","a syrian's'syrian-born'syrian's'syrian-born'syrian'spokesman, a syrian-born syrian's deputy prime minister, said thursday that he can 't be trusted to lead the syrian government. In a nutshell,",0,46,0.0
"peter j. donnelly -lrb- october 9, 1849 -- october 1, 1890 -rrb- was an american professional baseball player for three season in the national assiciation in 1871, and 1873 to 1874. according to  retrosheet '', pete used the name john donnelly when he played for washington and philadelphia donnelly died at the age of 40, of phthisis pulmonalis -lr",                                                               ,0,64,0.0
"marc mueller -lrb- born april 15, 1989 in regina, saskatchewan -rrb- is the current defensive assistant of the calgary stampeders of the canadian football league. in college, he played quarterback for the regina rams of the cis. he signed as an undrafted free agent with the edmonton eskimos of the canadian football league on may 9, 2011 following the 2011 cfl draft. he","Would you recommend the following article to a politician, an athlete, a business executive, or a scientist? AP - The sloop swam across the sand dunes, swam across the sand dunes, and swam across the sand dunes, swam across the sand dunes, and swam across the sand dunes. The sloop was a popular sport in the United States.",2,70,0.02857142857142857
"vernon a. walters -lrb- january 3, 1917 -- february 10, 2002 -rrb- was a united states army officer and a diplomat. most notably, he served from 1972 to 1976 as deputy director of central intelligence, from 1985 to 1989 as the united states ambassador to the united nations and from 1989 to 1991 as ambassador to the federal republic of germany during the decisive phase of german reunification. walters rose to the rank of lieutenant general in the u.",Can you provide a brief summary of the following text?                                                          ,0,86,0.0
"raymond  ray'foley -lrb- born 21 september 1980 -rrb- is an irish tv and radio presenter. he currently presents  the ray foley show '' on 98fm on weekday mornings. having worked at 98fm and spin 1038 early in his career, foley moved to today fm in 2004, presenting the night time show  the blast '' with close friend jp gilbourne. in 2006,","a chinese's tv show,'i'm a chinese tv show, i'm a chinese television show, i'm a chinese television show, i'm a chinese television show, and i'm a chinese television show, i'm a chinese television show, and i'm a chinese news show, chinese news show,",2,67,0.029850746268656716
"aleksi salmenperä -lrb- born 1973 in helsinki -rrb- is a finnish film director. he is a graduate of the university of art and design helsinki ; among his films are 2004's  producing adults '', 2007's  a man's work '' and 2010  bad family ''.  a man's work '' was entered into the 29th moscow international film festival","a syrian film, 'the'sad' and'sad', is a film about a young man who tries to sabotage a syrian government's attempt to sabotage a syrian government's attempt to sabotage a syrian government's attempt to sabotage a syrian government's attempt to sabotage a government's attempt to syrian government's efforts....",1,64,0.015625
"malcolm malik mackey -lrb- born july 11, 1970 in chattanooga, tennessee -rrb- is a retired american professional basketball player who was selected by the phoenix suns in the 1st round -lrb- 27th overall -rrb- of the 1993 nba draft. mackey played only one season in the nba for the suns, appearing in 22 games. he played collegiately at georgia tech ","a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, the sailor, the sailor, the",3,65,0.046153846153846156
"jeffrey e. faulkner -lrb- born april 4, 1964 in st. thomas, u.s. virgin islands -rrb- is a former american football defensive lineman in the national football league for the kansas city chiefs, indianapolis colts, phoenix cardinals, new orleans saints, washington redskins, and the new york jets. he also played in the arena","a swiss-born swiss footballer, a former swiss footballer, a former swiss-born swiss footballer and former world cup champion, was arrested in the swiss capital on thursday for allegedly stealing the football jersey from the swiss national football team. Can you generate a short summary of the above paragraph?",2,60,0.03333333333333333
"alfred elis törnebohm -lrb- 1838 -- 1911 -rrb- was a swedish geologist, best known today for his study of the overthrust of the caledonian range. after studies at the royal institute of technology -lrb- kth -rrb- 1855-1858, he worked at the geological survey of sweden -lrb- sgu -rrb- 1859-1873,",                                                               ,0,53,0.0
"aharon amar -lrb- -rrb-, is a former israeli footballer who made his name at maccabi haifa. his career at the club put him for a long time in the history books as the most prolific goal scorer to ever wear the green and white when he scored a league record seventeen goals in the 1958 -- 59 season -lrb- thirty years later, zahi armeli tied this feat -rrb-.","a long time after a long time, a savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage savage, savage, s",0,72,0.0
"charles kimbrough -lrb- born may 23, 1936 -rrb- is an american actor known for having played the straight-faced anchorman jim dial on  murphy brown ''. in 1990, his performance in the role earned him a nomination for an emmy award for  outstanding supporting actor in a comedy series ''.","a former british prime minister, who was convicted of a'suicide by a british man's wife, was convicted of a murder in the syrian capital of syria on thursday and sentenced to life in prison for the murder of his wife, a former british prime minister. In a nutshell,",0,53,0.0
tim gruijters -lrb- born 28 august 1991 -rrb- is a dutch cricket player. he is a right-handed batsman and right-arm medium pace bowler.,"- birth date is july 15, 1986 - birth place is san francisco, california - birth place is san francisco, california - birth place is san francisco, california. The segment of the human body is called san francisco. The segment is called san francisco. Output:",0,25,0.0
"tanushree dutta -lrb- pronounced, itrans :  tanushri '' ; born 19 march 1984 -rrb- is an indian model and actress who primarily appears in bollywood movies. dutta is the recipient of femina miss india universe title in 2004. during the same year at the miss universe beauty pageant, she was amongst the top ten finalists.","a u.s. spokesman said tuesday that a u.s.-led coalition aimed at resolving the iraqi crisis in afghanistan's disputed northern iraqi territory, despite a u.s.-led coalition's stance on the issue, and urged the united nations to take action against the iraq crisis. TL;DR:",1,59,0.01694915254237288
tenoch -lrb- or tenuch -rrb- was a ruler of the mexicas -lrb- aztecas -rrb- during the fourteenth century during the aztec travels from aztlán to tenochtitlan.,- edward salinger was a member of the neo-nazis during the sarajevo-neo-nazis - he was the first neo-nazi to be elected president of the neo-nazis during the neo-nazis. Is this review positive or negative?,1,27,0.037037037037037035
"eva grli -lrb- born eva izrael ; 1920 -- 31 july 2008 -rrb- was croatian journalist and writer, mother of famous croatian film director and producer rajko grli.","sam saxophone, a sam saxophone and a sam saxophone singer, was born on july 1, 1981 in samsung, samsung, samsung, samsung, samsung, samsung, samsung, samsung, samsung, samsung samsung....",0,30,0.0
"parminder gill is a professional film, television and stage actress and punjabi folk dancer from barnala, punjab, india.","a british film director, a british actress, a british actress and a british actress, is reportedly preparing to release his latest film, starring a young woman named johnny griffith and her husband, a young woman named johnny griffith. In a nutshell,",0,22,0.0
hakim mouzaki -lrb- born 29 march 1983 in casablanca -rrb- is a moroccan footballer. he currently plays for wydad casablanca.,a chinese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese taiwanese ,0,22,0.0
"deanna lockett -lrb- born 13 november 1995 -rrb- is an australian speed skater competing in the 2014 winter olympics. lockett competed in the international skating union 2012-13 speed skating world cup, coming 5th in the world cup in nagoya, japan and 4th in the in shanghai, china. lockett also competed in the 2013 junior world championships, winning a bronze medal in the speed skate. she also placed 6th in the and 9th","the u.s. embassy in syria on thursday urged the united nations to continue its efforts to combat the iraqi terrorists in the world's most dangerous region, a u.n. spokesman said. In a nutshell,",0,79,0.0
"avinoam  avi '' lerner is an american-israeli film producer, primarily of american action movies.","a taiwanese film, a taiwanese film, is an iranian film, an iranian film, an iranian film, an iranian film, an iranian film, an iranian film, an iranian film, an iranian film. The sentiment expressed for the film is",0,16,0.0
"glass casket is a deathcore band from winston-salem, north carolina. they were originally called gadrel when they released their first demo  to cherish a falsity ''. the band formed after several members previous band narayan broke up. dustie waring and blake richardson are also members of between the buried and me. adam cody is also a member of the grindcore band columns. jake troth, who joined glass casket prior to the recording","a savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, viciously vicious attack on the police department that the police officer who the police officer who the police officer who the police",2,79,0.02531645569620253
"luis gatty ribeiro roca -lrb- born november 1, 1979 in cobija, pando department -rrb- is a bolivian football defender who currently plays for guabirá. before this he played for bolvar. he played 30 games for the bolivian national team since 2000.","- he was born in san francisco, california - he played for a club in the nascar league, where he played for a club that is coached by a former nascar player. - he played for a club in the nascar league, where he played for the nascar national football team. TL;DR:",1,46,0.021739130434782608
"vasili nikolayevich penyasov -lrb- ; born july 27, 1987 -rrb- is a russian professional football player. he last played in the russian second division for fc znamya truda orekhovo-zuyevo.","a chinese footballer, a chinese footballer, a chinese footballer and a chinese footballer, dubbed                                           ",1,32,0.03125
"iosif iser -lrb- 21 may 1881 -- 25 april 1958 ; born and died in bucharest -rrb- was a romanian painter and graphic artist. born to a jewish family, he was initially inspired by expressionism, creating drawings with thick, unmodulated, lines and steep angles. after studies in munich and paris -lrb- with, among others, andré derain -rrb-, iser worked for","a savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, and viciously viciously viciously viciously viciously viciously viciously viciously",1,69,0.014492753623188406
"stephen r. hart -lrb- born march 11, 1958 -rrb- is a canadian actor known for his tall height -lrb- 6'11 '' -rrb- and deep voice. he is also known for his role as  the voice '' on the current. hazel-eyed, with pitch black hair and clothes, hart has a reputation for playing sinister villains. his credits include notable films such as '' '',  silent","a savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage ",0,71,0.0
"william d.  bill '' carmody -lrb- born december 4, 1951 -rrb- is an american men's college basketball coach. carmody is the current head coach of the holy cross crusaders. he was the head coach of the wildcats men's basketball team at northwestern university from 2000 until his firing on march 16, 2013.","a san francisco defender, the nfl's sen. john mccain, was sacked by the nfl's sen. john mccain on thursday after his team's first-round loss to the san francisco 49ers, the league said. Question: The nfl's sen. john mccain is the coach of the football",1,59,0.01694915254237288
"yannis tafer -lrb-, born 11 february 1991 -rrb- is an algerian footballer who plays for swiss club fc st. gallen in the swiss super league. he is a france youth international having represented the country under-17, under-18, and under-19 level. tafer was the top scorer at the 2008 uefa european under-17 football championship leading the tournament with four goals and played on the under-19 team that","a chinese's tv show, 'the tv show '' was a tv series created by the chinese television network, '' the tv show's tv series, '' the tv series '' and ''the tv series '', which was based on the tv series '', '' the tv series '' and ''' series '' series '' series '",3,71,0.04225352112676056
"joy mangano -lrb- born february 15, 1956 -rrb- is an american inventor and entrepreneur known for inventions such as the self-wringing miracle mop and huggable hangers. she is the president of ingenious designs, llc, and appears regularly on us television shopping channel hsn.",sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - sri lanka - lanka - sri ,0,48,0.0
"faraz jaka -lrb- born september 9, 1985 in san jose, california -rrb- is an american professional poker player and businessman who was world poker tour -lrb- wpt -rrb- player of the year for season viii -lrb- 2009 -- 2010 -rrb-. he has reached two wpt final tables, two wsop final tables and his lifetime tournament winnings exceed $ 4 million. ja","a u.s.-led coalition saturday re-elected a u.s.-led coalition to re-establish a unified government in the eastern hemisphere, despite a sluggish economy and a lack of political stability, the u.s. government said. What is a very short summary of the above text?",0,66,0.0
"syed khurshid ahmed shah -lrb-     -rrb- was born on 20 april 1952 in sukkur, sindh, pakistan is a leader of the opposition -lrb- pakistan -rrb-.","a sarajevo-sarajevo sarajevo -lrb- sarajevo -rrb- is a sarajevo-sarajevo-sarajevo sarajevo, a sarajevo-sarajevo, a sarajevo-sarajevo, a sarajevo-sarajevo sarajevo sarajevo s",2,28,0.07142857142857142
"fyodor ivanovich tyutchev -lrb- russian : дор ванови тев, pre-reform orthography : еодор ванови тев ; -- -rrb- is generally considered the last of three great romantic poets of russia, following alexander pushkin and mikhail lermontov.",Premise:                                                              ,0,39,0.0
"edward lee miller -lrb- born june 29, 1957 -rrb- is a former outfielder in major league baseball who played for the texas rangers, atlanta braves, detroit tigers and san diego padres in parts of seven seasons spanning 1977 -- 1984. listed at 5'9 '', 175 lb., miller was a switch hitter and threw left handed. he was born in","a swedish, russian and a russian swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedish swedishish swedish swe",0,67,0.0
massstar -lrb- hangul :  -rrb- is a south korean female webtoon artist. her notable work is.,a san francisco-based tv station is working on a tv show.... where is tv station tv station? - tv station - tv station - tv station The best answer is,1,18,0.05555555555555555
"charles berkeley powell -lrb- august 19, 1858 -- 1933 -rrb- was an ontario businessman and political figure. he represented ottawa in the legislative assembly of ontario from 1898 to 1904 as a conservative member. he was born in port dover, the son of colonel walker powell, and educated at galt college and mcgill university. he apprenticed as a machinist with the grand trunk railway and became ","a spokesman for the u.s.-led coalition against the iraqi guerrillas, a u.s.-led coalition of the iraqi army and the iraqi army, said thursday that the iraqi army was preparing to attack the iraqi army and afghanistan. Can you generate a short summary of the above paragraph?",0,72,0.0
"janet hsieh -lrb- ; january 20, 1980 -rrb- is a taiwanese-american television personality, violinist, author, and model based in taipei, taiwan. she is the host of the discovery travel and living channel's long-running series  fun taiwan ''. the program is currently in its 13th season and has expanded to include  fun asia '' and","a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, a sailor, and a sailor who has sailor who has been the same time the same time the",1,62,0.016129032258064516
"robert otis  griff '' griffith -lrb- born november 30, 1970 -rrb- is a former american football strong safety in the national football league. he played thirteen seasons in the league, mostly for the minnesota vikings from 1994 to 2001. he also played three seasons with the cleveland browns, and two seasons with the arizona cardinals, in 2008 he retired as a member of the minnesot","a u.s. spokesman for the u.s.-led coalition against the u.s. and iraqi forces in iraq on thursday said the u.s. and iraqi forces were preparing to launch an attack on the iraqi army in the northern province of iraq, the u.s. military said. TL;DR:",1,70,0.014285714285714285
"mehdi mahdavi -lrb-, born 13 february 1984 in karaj -rrb- is an iranian volleyball player, who plays as a setter for the men's national team.","- edward mcdonald -lrb- daniel -rrb- is an american football player who plays for alan mcdonald -rrb-, the nba and the nba. TL;DR:",0,29,0.0
"second skin is an american gothic rock band formed in 1991 by singer-songwriter arron, the frontman of the seattle-based band, flesh of my flesh. second skin's sound has been described as  a culmination of punk aggression, early gothic sensibility and death rock driven passions '' with  hard rhythmic beats and dark backdrops. '' featured in mick mercer's  music to die for '', a listing of bands that were influential in the goth","a savage, sexist and sexist, a sexist and sexist, sexist, sexist and sexist, sexist and sexist, sexist and sexist, sexist and sexist, sexist and sexist, sexist and sexist film that features the voices of the characters in the film, and the music of the band's music, the music of the band', the music of the band', the music of the music",1,79,0.012658227848101266
"patrick lapeyre is a french writer, and winner of the prix femina, 2010, for his seventh novel,  la vie est brève et le désir sans fin ''. laypeyre was born in 1949 in pantin. he attended the École normale supérieure with alain finkelkraut and pascal bruckner before studying literature at the sorbonne. after becoming a teacher, he published his first novel,  le corps inflammable '', in","a british spokesman for the british army said thursday that a british soldier was preparing to be shot dead during a guerrilla operation in the southeastern pakistan, after a guerrilla attack on the islamic holy city of sarajevo, the official said. In a nutshell,",0,76,0.0
"edwin piper cox -lrb- may 2, 1870 -- march 11, 1938 -rrb- was a virginia politician. he represented richmond in the virginia house of delegates, and served as that body's speaker from 1914 until 1916.","a syrian, asian and pakistani, was killed in a bomb attack on a pakistani village in eastern pakistan on thursday, police said. TL;DR:",1,41,0.024390243902439025
"the gaujot brothers, antoine august michel gaujot and julien e. gaujot, are one of the five sets of brothers who have received the medal of honor and the only pair to have been so honored for actions in different wars. both brothers graduated from virginia polytechnic institute and state university.","a spokesman for the u.s. department of agriculture and forestry said on thursday that the two countries were preparing to meet in a meeting of their respective regional and regional committees on a number of issues, including the iranian and chinese issues. Can you generate a short summary of the above paragraph?",2,54,0.037037037037037035
"abner p. allen -lrb- october 9, 1839 -- august 22, 1905 -rrb- was an american soldier who received the medal of honor for valor during the american civil war.","- year was october 31, 1912 - january 31, 1939 - january 31, 1939 - january 31, 1939 - january 31, 1939 - january 31, 1939 - january 31, 1939 - january 31, 1939 - january 31, 1939 - january 31 - february 31, the year - the year the year the year",0,32,0.0
"sakai returned to after 1993, where she received recognition for her acting in hitotsu yane no shita '' as kashiwagi koyuki. in 1995, she acted in hoshi no kinka '' -lrb- heaven's coins -rrb- as aya kuramoto, also singing the theme song which became her best selling album to date. by the end of 1998 she organized the asian concert tours throughout tai","a spokesman for a u.s.-based's'senate'committee on tuesday urged her, a u.s.-based senate committee, to work with the u.s.-based senate in a deal that would allow her to hold a hearing on the iraq war, a spokesman for the iraqi government said. What is a",0,69,0.0
"paul robert archibald johnston -lrb- born 13 december 1988 -rrb-, is an english cricketer. johnston is a left-handed batsman who bowls right-arm medium pace. he was born in hartlepool, county durham and educated at yarm school. he attended red house school in norton before going on to yarm school at college. johnston made his first-class debut for durham ucce against derbyshire in 2008 at","a swedish footballer, who's been a swedish footballer for a year, was spotted kicking a ball at a football stadium in sweden on saturday and kicking a ball at a football stadium in sweden, before being arrested for allegedly attacking his team. How would the previous sentence be correctly capitalized?",0,70,0.0
"steve martin -lrb- born -rrb- is an australian former professional rugby league footballer of the 1970s and '80s, and coach of the 1990s. he was a representative player at both state and international levels and played in the new south wales rugby league -lrb- nswrl -rrb- competition for manly-warringah sea eagles and the balmain tigers. martin primarily played in the halfback position.","a u.s.-led coalition saturday urged the united states and the united states to work together to prevent a u.s.-led war against iraq and afghanistan, a u.s. official said. TL;DR:",0,66,0.0
"huang shaohong -lrb- 1895 -- august 31, 1966 -rrb- was a warlord in guangxi province, and governed guangxi as part of the new guangxi clique, though the later part of the warlord era and a leader in the later years of the republic of china.","the u.s. embassy in san francisco, the u.s. embassy in iraq, said thursday that it had been re-opened after the death of the u.s. president, a former u.s. diplomat and a former u.s. diplomat, and that the u.s. embassy in iraq was closed. TL;DR:",2,49,0.04081632653061224
"emilio quincy daddario -lrb- september 24, 1918 -- july 7, 2010 -rrb- was an american democratic politician from connecticut. he served as a member of the 86th through 91st united states congresses.","a u.s. spokesman for afghanistan's president, afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan president afghan",0,36,0.0
"george duke -lrb- january 12, 1946 -- august 5, 2013 -rrb- was an american musician, known as a keyboard pioneer, composer, singer and producer in both jazz and popular mainstream musical genres. he worked with numerous acclaimed artists as arranger, music director, writer and co-writer, record producer and as a professor of music. he first made a name for himself with the album  the jean-luc ponty experience with the george duke trio","a syrian's syrian government, a syrian-based syrian-based syrian government, a syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian-based syrian",1,82,0.012195121951219513
"william miller  bill '' edwards -lrb- june 21, 1905 -- june 12, 1987 -rrb- was an american football player and coach. he served as the head football coach at western reserve university, vanderbilt university and wittenberg university in a career lasting more than 30 years, compiling a win-loss-tie record of 168 -- 45 -- 8. edwards also coached the detroit lion","a saturday, saturday's u.s. presidential election was a sluggish, sluggish, and sluggish, despite the u.s. presidential election, a sluggish, and unpopular presidential election, with a sluggish, sluggish election. In a nutshell,",1,66,0.015151515151515152
"damian kulig -lrb- born june 23, 1987 -rrb- is a polish professional basketball player who plays for trabzonspor of the turkish league. standing at, he plays at the power forward position.","a chinese tv show, starring a former chinese footballer who was a former chinese footballer, was aired on tuesday at the chinese national television station. TL;DR:",0,35,0.0
arthur barr-kemp -lrb- 6 september 1921 -- 25 september 2003 -rrb- was an australian rules footballer who played in the vfl from 1943 to 1946 for the richmond football club. arthur's surname was incorrectly recorded as  kemp '' during his playing career.,a swiss-born british footballer was sacked by the british government on thursday after he failed to win the olympic gold medal at the olympics in a bid to win the men's singles title at the olympics in olympic gold medals at the olympics in olympic gold medals at the 2014 winter olympics in olympic gold medalists at the olym,0,45,0.0
"lea jagodi -lrb- born february 12, 1991 -rrb- is a slovenian female professional basketball player.","a saxophone-based acoustic guitar is a saxophone-based acoustic guitar, a saxophone-based acoustic guitar, a saxophone-based acoustic guitar. In the passage above, the pronoun ""acoustic guitar"" refers to a saxophone. What is the name of the saxophone?",1,17,0.058823529411764705
"charles neal barney -lrb- june 27, 1875 - april 24, 1949 -rrb- was a massachusetts politician who served as a member of the common council and as the 31st mayor of lynn, massachusetts.","a chinese's taiwanese politician was sworn in as the president of the chinese parliament on thursday, and he was a member of the chinese parliament, a chinese official said. In a nutshell,",4,37,0.10810810810810811
"clarence w. dart, sr. -lrb- 6 december 1920 -- 17 february 2012 -rrb- was a world war ii fighter pilot and member of the tuskegee airmen. during world war ii, he flew a total of 95 missions, and was shot down twice, earning two purple hearts. he was also the recipient of the air medal and the distinguished flying cross with four oak leaf clusters. dart received his congressional gold medal from president georg","a u.s. spokesman for the u.s.-led war on iraq, a u.s.-led war on iraq, a u.s.-led war on iraq and a u.s.-led war on iraq, the u.s.-led war on iraq and the war on iraq, said on thursday a u.s. war on iraq",2,81,0.024691358024691357
"lydia yevgenyevna kavina -lrb- ; born 8 september 1967 -rrb- is a russian theremin player, and is currently the leading performing musician on the instrument. the granddaughter of léon theremin's first cousin, soviet anthropologist and primatologist mikhail nesturkh, kavina was born in moscow and began studying the instrument under the direction of léon theremin when she was nine years","a russian spokesman for the u.s.-led coalition, the russian opposition, said thursday that a russian military force was preparing to attack the u.s.-led coalition, which had been preparing to attack the u.s.-led coalition, and urged the united states to stop allowing the u.s. military to carry out its military operations. In a nutshell,",0,64,0.0
"randall steve coffield -lrb- born december 12, 1953 -rrb- is a former professional american football player who played in three nfl seasons from 1976-1979 for the seattle seahawks and the new york giants.","AP - The Texans have won the NBA championship for the second year in a row, with Texans forwards Xavier Osborne and Texacos forwards Yoko Ono and Texacos forwards Yoko Ono both playing for the Los Angeles Lakers. What is this text about? OPTIONS: - World - Sports - Business - Science/Tech",0,35,0.0
warrant officer class one steven p.  steve'cass is a member of the royal navy. he is the warrant officer of the naval service and therefore the most senior rating of the royal navy. he is the first person from the fleet air arm and the second person overall to hold the appointment.,- The narrator is preparing to discuss the upcoming episode of the 'Avengers'. - The narrator is preparing to discuss the upcoming episode of the 'Avengers'. - The narrator is preparing to discuss the upcoming episode of the 'Avengers'. - The narrator is preparing to discuss the upcoming episode of the 'Avengers'. - The narrator is the name of the episode.,8,55,0.14545454545454545
"bruno tonioli -lrb- born 25 november 1955 -rrb- is an italian choreographer, dancer and tv personality who appears as a judge on the british television dance competition  strictly come dancing '' and its american adaptation  dancing with the stars '' on abc tv in the us. tonioli co-created and appeared on the bbc talent show  dancex '' and its american adaptation, '' ''.","a saturday night's tv show, starring a british actress and a british-born actress, drew a crowd of cheers from the british media and the media, despite the british government's stance on the'so-called'so-called'so-called'so-called'so-called'so-called'so-called'so-called'' '",0,67,0.0
"jimmy boyd -lrb- january 9, 1939 -- march 7, 2009 -rrb- was an american singer, musician, and actor. he was known for his recording of the song  i saw mommy kissing santa claus ''.","- birth date is june 15, 1932 - birth place is san francisco, california, united states - birth place is san francisco, california, united states - birth place is san francisco, california, united states - birth place is san francisco, california, united states - birth place is san francisco, united states - birth place is,",0,40,0.0
"wayne casto pomeroy -lrb- born march 13, 1923 -rrb- is an american politician. he served as mayor of mesa, arizona from 1976 to 1980. he also previously served on the mesa city council from 1966 to 1974, and as vice mayor from 1972 to 1974. pomeroy was born in mesa, and is a descendant of one of the pioneer settlers of the area. he is a businessman and owner of a men ","The city of san francisco is a southeastern suburb of a city in the southeastern part of the state of california, surrounded by a crowded city center and a crowded city center. It is known for its crowded streets, crowded streets, and crowded streets. Is it possible to conclude that ""San francisco is a part of the city of california""? Yes, no, or maybe?",4,78,0.05128205128205128
"dan lepard -lrb- born 1964 -rrb- is an australian baker, food writer, photographer, television presenter and celebrity chef. he was previously a fashion photographer working for italian vogue before changing careers age 27, and is today known for reconciling historical methods with innovation in baking.","a british tv presenter, a former british television host, is preparing to be sworn in as the new british prime minister for an upcoming election, announcing his resignation from the cabinet, after being sworn in for several months. In a nutshell,",1,51,0.0196078431372549
"damian squire -lrb- born 15 november 1973 in adelaide, south australia -rrb- is a former australian rules footballer who played with in the australian football league -lrb- afl -rrb- and both north adelaide and in the south australian national football league -lrb- sanfl -rrb-. squire is the step-brother of former and footballer mark jones. squire","the u.s.-led coalition against iraq and the iraqi army on tuesday urged the united states to re-affirm its commitment to the iraqi independence movement, a statement by the iraqi government said. Can you generate a short summary of the above paragraph?",0,58,0.0
leandra smeda -lrb- pronounced schmeda -rrb- is a south african women's footballer and plays as a winger. she plays for university of western cape. she represented the south africa women's national football team at the 2012 london olympics,"a russian woman was convicted of smuggling a teddy bear to a russian woman, but her family argued that the teddy bear was a smuggling device and she was a smuggling device. In a nutshell,",1,42,0.023809523809523808
"william mcdonald -lrb- 9 december 1908 -- 1979 -rrb- was a scottish footballer. his regular position was as an inside left. born in coatbridge, lanarkshire, mcdonald played for law scotia, airdrieonians, manchester united, tranmere rovers, coventry city, plymouth argyle and east fife.","a u.s. spokesman for afghanistan's armed forces, a u.s.-backed guerrilla group, was killed in a guerrilla attack on a u.s. military base in afghanistan on thursday, the u.s. military said. In a nutshell,",0,52,0.0
"william darwin smalley -lrb- 1871 -- 1891 -rrb-, nicknamed  deacon '', was a major league baseball player for the cleveland spiders of the national league in and the washington statesmen of the american association in.",the san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco-based san francisco--------,0,38,0.0
"curtis george norval olson -lrb- march 26, 1908 -- october 15, 2004 -rrb-, a.k.a. curtis g. olson, was a north dakota public servant and politician with the republican party who served as the north dakota state auditor from 1957 to 1972. prior to serving as auditor, he was in the north dakota house of representatives from 1941 to 1946. his death at the age of 96 in","a u.s. embassy in san francisco, the country's most prestigious diplomatic office, said thursday it had reopened its diplomatic office to a u.s. diplomat who had been a u.s. diplomat to the united states and a foreign minister, a u.s. official said. In a nutshell,",0,73,0.0
"timothy j. mcfarland -lrb- born june 8, 1989 -rrb- is an american professional baseball pitcher for the baltimore orioles of major league baseball.","a british tv show, a british tv series, a british tv series and an american comedy series are set to be aired on tv this week. The show is set to be aired on tv and air on tv. The british tv series is set to be aired on tv and air on tv. What is the topic of this article?",0,25,0.0
"gisela bolaos scarton -lrb- 5 april 1935 - 8 november 2013 -rrb- was a venezuelan pageant titleholder she is the miss venezuela titleholder for 1953, and was the official representative of venezuela to the miss universe 1953 pageant held in long beach, california, usa, on july 17, 1953.","a u.s. president, a u.s. senator, a u.s. senator and a u.s. senator from the united states, whose president was the first woman to serve as president, was sworn in as the president on thursday, the u.s. ambassador said. Can you generate a short summary of the above paragraph?",0,54,0.0
"gregory michael hansell -lrb- born march 12, 1971 -rrb- in bellflower, california, is a former major league baseball pitcher. hansell played for four different major league ballclubs during his career : the los angeles dodgers -lrb- 1995 -rrb-, minnesota twins -lrb- 1996 -rrb-, milwaukee brewers -lr","a chinese spokesman for the chinese government, spokesman samantha kobayashi, said tuesday that he's preparing to announce the departure of two chinese women from the chinese national assembly. In a nutshell,",1,52,0.019230769230769232
"eleanor vere boyle -lrb- 1 may 1825 -- 29 july 1916 -rrb- was an english artist and author of the victorian era. she has been considered the most important female illustrator of the 1860s. she was born in scotland, the youngest daughter of alexander gordon of ellon castle, aberdeenshire. in 1845 she married richard cavendish boyle -lrb- 1812 -- 86 -rrb-,","a chinese, chinese and a chinese woman, a woman who had been a muslim for many years, was the first woman to be elected president of the chinese parliament, the chinese parliament, and the chinese parliament. === Given the above sentence, write its title:",1,67,0.014925373134328358
